,textID,text,selected_text,sentiment
22721,5326ef93e6," I know. I think I'm going to have to miss it, though.  This is when sacrificing money for job happiness sucks ****.",s sucks,negative
22722,593456828b, Not that funny! I wont jump,Not that funny!,negative
22723,1f80ba76e2, haha this tripped me up once when I was talking to Harvard - I read it as an aussie automatically - came off as an idiot,haha this tripped me up once when I was talking to Harvard - I read it as an aussie automatically - came off as an idiot,negative
22724,4ead488f3e,i waited too long to buy pink tickets!  now we're going to be in nose bleed!!  how sad  we're taking binoculars...,w sad,negative
22725,8faa4f64c4,"going to die from study overload this weekend. too much homework, with paying work to interrupt! i'm screwed","too much homework, with paying work to interrupt! i'm screwed",negative
22731,87377bbb13, I also have a brain tumor called Jeffery.,I also have a brain tumor,negative
22736,3d3f95b048,"Wanna know a not fun way to wake up? Having a panic attack and not being able to breath for no **** reason, that **** sucked",**** sucked,negative
22738,198c97b57a,Finally get to lay down for a bit i have a major headache,i have a major headache,negative
22740,6105d03cd9,Subhana Allah... I got scare told you i started having anxiety,i started having anxiety,negative
22742,a796ba1be0,More sunburn,sunburn,negative
22746,cd56a592c0, I was thinking the swine markets are in decline. But since we can't say that anymore...,I was thinking the swine markets are in decline. But since we can't say that anymore...,negative
22747,e6f8b147b9,Just got my **** kicked in Tripoly lol  I got such bad cards... i suck,I got such bad cards... i suck,negative
22753,2396ee1b57, please do  I'll settle for cheap cider for meeting deadline. Have you seen our new blog at www.havealovelytime.com?,o  I'll settle for cheap cider,negative
22754,db66ea6a28,Stupid MSN It wont let me onnnn,Stupid,negative
22760,f8e6320729,Still awake can't fall asleep I'm not one bit sleepy,can't fall asleep,negative
22762,a413fe693f," ah man, that's sucks.  What happened to it that's prompting a reinstall?",sucks.,negative
22764,90b04358f6,Boring starting work weekend soon................ 1st need to get a Tim Coffee so I can make it through this **** night shift........,Boring,negative
22767,a5257d1f94,Work soon. Lame going to miss the   Go Lakers! Hope you win!!!!,miss,negative
22771,aa957d97d4,"To make it worse, its my friends party tonight, and I'm stuck here. I haven't seen her for months","worse,",negative
22772,c0704fd61e, **** girl I'm so down but ya gotta let me know so I can get my kit together &amp; I got a flyer  Any next weekend? I&quot;M DOWN!,? I&qu,negative
22777,63f9fed84e," if you want conversation, use email/mailing lists. I'm not convinced '140 chars and less' replies are conversation",I'm not convinced '140 chars and less' replies are conversation,negative
22780,97e811cd65,missing my bffls! missing my friday night dates!  hot dogs for dinner then who knows what the evening holds!,missing my bffls! missing my friday night dates!,negative
22782,b11a01ef9b,just uploaded my new blog... a painful story about an 80s year old man who cried because he wanted to die... very sad,painful,negative
22787,f398ee6a60,I miss you,I miss you,negative
22788,5c3831e16a, another david hughes on your list? I'm hurt   ftw!,I'm hurt,negative
22797,64ed512788,Sick. With a flu like thing.,Sick.,negative
22801,7733e8541a,Ok so I've now got a bit of a bad back after lifting all drum hardware into my car   downer.,bad,negative
22802,6d7cbe3da9,  I'm @ work and missed everythin yesterday but don't know wot? Anybody,d missed everythin,negative
22805,0f25882584,falling asleep and waking to gun shots arent fun,arent fun,negative
22810,5d7af585d3,...and all woman who transfer their first impressions (sexual/maternal) onto a less 'threatening' man -- are themselves as weak as 'Him',weak,negative
22813,075b6bcd98," Thanks for the R, but, sorry, the LOTR was spam.","sorry,",negative
22815,3d05361785,about to start work and missing him like crazy.I wont be seeing him till Tuesday,missing him like crazy.I,negative
22819,b4f2238ce6," lol 'if u knew better, u'd do better, wouldnt wear Uggs in shoe weather...' awww RIP Stack B",RIP,negative
22821,5d9cfb8160,"Just got woken up by my mom... Our ENTIRE first floor is flooded. All our furniture, curtains, moms expensive rugs.... Soaked and ruined",ruined,negative
22823,3a707fbda3,home with chocolate and peanut butter. stupid kids on my bus ruined my yearbook,home with chocolate and peanut butter. stupid kids on my bus ruined my yearbook,negative
22824,62b674737b,My cucumber has gone limp,limp,negative
22827,753d7f4ac2,Buried under more web changes. Going to make lunch now... I won't have a chance later. Too much to do.,I won't have a chance later.,negative
22828,0a7c763151," If I can run by then, I will join you...miss running",I will join you...miss running,negative
22839,37835b330f, I feel lost...  I keep running (in my head) from staring faces.. haha. basically:Headache &amp; eyes hurt,I feel lost...  I keep running (in my head) from staring faces.. haha. basically:Headache &amp; eyes,negative
22843,fe9add80f6,**** i hate when the strawberries run out in my special K,**** i hate when the strawberries run out in my special K,negative
22844,110c66e2bc,One downside of the nice weather: It brings of the chavs...,downside,negative
22850,a2fcd3e2ff, I have 3 computers all going now.  IE 7 on XP and IE 8 on Vista  all are still NO Shows!,re still NO Shows,negative
22855,288561a8a8, they're at the bottom of the thing and aren't moving at all. feels bad man.,feels bad,negative
22864,76bfb9161f, mother is hogging the TV,mother is hogging the TV,negative
22866,b03b093758,"Aw man, Half Term isn't long enough    lol!",Half Term isn't long enough,negative
22872,e1c7737131,It's STILL not working!! Why not!! This is FRUSTRATING!!!,FRUSTRATING!!,negative
22875,6633333a4e,but now my feet really hurt...,hurt..,negative
22881,4271448b42,i was kinda hoping this time it was going to be differnt... its not it just sucks !!!!!!!!!,its not it just sucks,negative
22883,27829f7178, i wish i had friends i could spend the night with,i wish i had friends i could spend the night with,negative
22889,2a30f76a65,Sunburn is not as fun as I remember,Sunburn is not as fun as,negative
22890,265d927602, we miss you,we miss you,negative
22892,915c66ead8,acsvxdcbgfn soccer now. shall see young phoebe after D: I don't want her dressed up though,I don't want her dressed up th,negative
22901,2785cfe292,I have had the William Shatner version of Rocket Man in my head for 3 days now. It's **** distracting,**** distracting,negative
22906,86c762889d, If only you'd come the sick one...with inflamed vocal cords,sick,negative
22908,7257adfa2b,need a camera blower.. my camera censor is dirteeh..,dirteeh..,negative
22910,f750fe4fb2,": I saw US Postal was hiring, but once I was done filling out the pre-application thingy it didn't show me jobs open in the area.",didn't,negative
22912,12c89d051d,That was ****.,****.,negative
22913,7ad6e7eb8c, gaah rain for tomorrow,gaah,negative
22918,d7cbf13ce9,"christian lacroix, and one of our on-off clients, gone bust.  http://tinyurl.com/kv653j",bust.,negative
22922,c46e95a99b,"_McKay2009 sadly no, sitting inside as mobile signal won't work in the garden   I'll be opening the wine at bang on 5pm though!",sadly,negative
22923,f20a64408f,Wish I brought some warmer clothes. It's chilly here.  only negative thing about the trip (&amp; the no sun which is connected to chilliness),only negative thing about the trip,negative
22929,e11e919751,it was a hard weekend. too much alcohol on these **** &quot;weinfest&quot;,hard weekend.,negative
22936,e69012514b, I miss rollerblading down Shoreline.,I miss rollerblading down Shoreline.,negative
22937,e572df8b9d, I have been sick for like 5 days now...,I have been sick,negative
22943,382c9f3b3e,"Oh and thank alllll of you who put me in ur Follow Friday!!  to all of my new followers I usually do it, but today...I'm just too tired!",tired!,negative
22947,a67e879d1f," already did... index finger, left hand... still bleeding, hurts pretty bad. I hate being clumsy",bad.,negative
22948,c9ed90d81c,"_A_R_A I was wondering where you were, how come you didn't twitter for a week? and yeah Adam withdrawal syndrome is real/not nice",not nice,negative
22952,669c651273," Yeah, It's not available on Public market yet. but will be soon. looking forward. I'm sunburnt  arms are itching. boo hoo!!!!!!",I'm sunburnt  arms are itching,negative
22953,b82ebc3646, ugh. it sounds like a busted cable box then  what time zone are you in?,ugh.,negative
22954,3f1dc607f2,I'm Such a nerd. Reading my first of many books this summer,nerd.,negative
22956,0a887ad3bc,Yao...broken foot...so much for that series  Denver's next,broken,negative
22959,cc2d2f545f,Aww.. I lost 3 followers.  FOLLOW ME !,Aww..,negative
22963,20ec7c7c32,I WANT RED CRUISERS!!  i don't like the other ones. LMFAO!,i don't like the other ones.,negative
22967,744f6aba10,"Well I did run over a cat today (I know how sad) I cried and screamed my lungs out!!! I felt HORRIBLE, poor thing","I felt HORRIBLE, poor thing",negative
22971,70fc5450b8,"Just to drive  crazy, I miss the big blue selected tweet highlight. I can't tell which tweet is selected anymore",I miss the big blue selected tweet highlight.,negative
22974,94da511913,me knows what to be tested on all the exam subjects except for english. **** davis.,****,negative
22975,09d574699e, It's becoming a very tough race. Linda is indeed very talented. But someone has to go every week.  We cut two this week.,tough,negative
22977,cb5dafd9cf, so seriously...I need a date to a wedding. Really dont wanna go alone. Its May 23rd...any chance?,dont wanna go alone.,negative
22984,7dc906d5a1,"Omg, watching Hollie Steel's crying is so so painful  #bgt",painful,negative
22986,9c49651ddf," Yeah, I'm not really feeling it either. Of course, I don't like the movie line, I wish that we were getting more Animated.",", I don't like the movie line,",negative
22989,d14f96aa82," Where's yummiest Pan Mee? For me it's behind Dance Center, Ipoh Garden South. and i miss it",miss,negative
22993,01cb29e586, aw  were sad you had to leave tokyo. come back.please,e sad,negative
22994,91e38cd36a,im @ the eye doctors &amp; had to bring trinity with me cause my mom fell down the stairs today &amp; broke her toe. ugh,use my mom fell down the stairs today &amp; broke her to,negative
22995,4ec6e9138b,Sitting in traffic while my car gets rained on. Just washed it on Sunday. Doesn't the weather know this is California?,Doesn't the weather know this is California?,negative
22997,717bab358a,I am sitting at the computer eating grapes  it's hailing outside! o: I MISS SUMMER.,MISS,negative
23002,5d06309a9e, apologies don't fix hurt feelings kev.  anyway i'll get it from u next time I c u.,apologies don't fix hurt feelings kev.,negative
23003,bdd86aec44, when he's there. he wasn't there today. sadness!,sadness!,negative
23004,a321b0596d,I hate the dryer.,hate,negative
23006,a09b82355f,#Ajax #php! Just thinking about a concept of autorefresh! _chander made a mistake here,mistake,negative
23009,f5e3ae4806,I'm poorly and can't sleep,poorly,negative
23010,a3695ee1c8,oh no somebody hacked into my email  i'm scared now. what the ****!!,hacked,negative
23015,0da5b1c605,Its so dead,dead,negative
23017,c4b6fa6adf, I treat my hair so badly. It's revenge for it turning grey prematurely,badly.,negative
23021,44e6dbd2ce,Annoyed,Annoyed,negative
23023,561eb7bb67, ****  real sorry to hear that ma,l sorry,negative
23025,1124f6f9a5,noone wants to talk to me  lol,noone wants to talk to me  lol,negative
23026,18ffa96f08,"aghh mann i missed like half wowp, nd i dont like to start watching things in the middle of the show, i forgot to record it, im maddd!",i dont like,negative
23029,ce61535952,it's friday night. i'm home. no party this weekend,no party this weekend,negative
23032,0d18523c23,: aiaahh.. poor u  tell ur mom already?,poor u,negative
