,frequency,presence
ha lol yeah i,1,1.0
amp less tempting who,1,1.0
i did nothing well,1,1.0
i m a professional,1,1.0
the taste a addison,1,1.0
be back after i,1,1.0
week meet me at,1,1.0
for today and hubby,1,1.0
kathleen she s leaving,1,1.0
to find your replies,1,1.0
amp they are all,1,1.0
and i m feeling,1,1.0
yep here s a,1,1.0
quot ok where is,1,1.0
files was corrupt and,1,1.0
probably get fired if,1,1.0
working on interactive orals,1,1.0
write essays the twitter,1,1.0
today what time is,1,1.0
this weekend for us,1,1.0
to do just sitting,1,1.0
a backpack amp boulder,1,1.0
crocker on deck lmao,1,1.0
the day watching panthers,1,1.0
me lord knows i,1,1.0
but important details in,1,1.0
but i sure do,1,1.0
lol btw thanx for,1,1.0
whites with grain toast,1,1.0
color i think cool,1,1.0
pc today was playing,1,1.0
go apply for more,1,1.0
room they were at,1,1.0
that i got a,1,1.0
should ask their year,1,1.0
the garage rang and,1,1.0
before going so much,1,1.0
today and asked for,1,1.0
into our new place,1,1.0
i have too much,1,1.0
week or il screamm,1,1.0
you back to colorado,1,1.0
the gays i only,1,1.0
normal ppl consider the,1,1.0
till he twisted his,1,1.0
my eight year old,1,1.0
me change my pic,1,1.0
thought i replied to,1,1.0
whos a real quot,1,1.0
another day gone by,1,3.0
some let me know,1,1.0
all quot wait i,1,1.0
now it does nt,1,1.0
enought room in megan,1,1.0
know how ticketless travel,1,1.0
well i m obsessed,1,1.0
leno is going off,1,1.0
recent years read novels,1,1.0
means google it or,1,1.0
minute in and i,1,1.0
only person over here,1,1.0
the besties minus one,1,1.0
prob not v sensible,1,1.0
always brings us these,1,1.0
it ll be over,1,1.0
cats with the paws,1,1.0
URL can you paint,1,1.0
ur girrlfriend im leavin,1,1.0
i accidentally disconnected you,1,1.0
world wen i m,1,1.0
joe just put a,1,1.0
know which you like,1,1.0
currently watching supernatural whilst,1,1.0
money i think i,1,1.0
a big dawg though,1,1.0
pack for my aruba,1,1.0
awesome everyone should go,1,1.0
track my own progress,1,1.0
is ded out tonite,1,1.0
were from ilocos as,1,1.0
hella wana go to,1,1.0
the throw up smooth,1,1.0
too good last week,1,1.0
whole different meat pie,1,1.0
my quot how well,1,3.0
refuse to turn the,1,1.0
they shud take his,1,1.0
rest of my dreadweave,1,1.0
i love it how,1,1.0
easy to heal i,1,1.0
na miss my old,1,1.0
where is my shidduch,1,1.0
for you today been,1,1.0
cd release is tonight,1,1.0
too or i would,1,1.0
lunch todayy givin my,1,1.0
see dancing on ice,1,1.0
looks great it s,1,1.0
oh my gosh i,1,1.0
but i love s,1,1.0
blockparty again have nt,1,1.0
yeah it did it,1,2.0
and take rad pics,1,1.0
few more years first,1,1.0
me i ll have,1,1.0
to be staring at,1,1.0
headed to your site,1,1.0
ill be alright but,1,1.0
cnt go iloveyou l,1,1.0
laptop grew speakers now,1,1.0
lots of decisions to,1,1.0
emergency so there was,1,1.0
night in my apartment,1,1.0
an amateur ark builder,1,1.0
min ago he was,1,2.0
ever even online edumedia09,1,1.0
the event then had,1,1.0
the word bat as,1,15.0
both the same marathi,1,1.0
so tired didnt hear,1,1.0
that concert come barcelona,1,1.0
congrats miss you by,1,2.0
the legends game may,1,1.0
a jared hug tomorrow,1,1.0
need any help or,1,1.0
yet scared omg ahh,1,1.0
do you guys use,1,1.0
mark martin are the,1,1.0
jester pester polyester semester,1,1.0
im too old for,1,11.0
nt ask me why,1,1.0
have zero fisheye exp,1,1.0
has a head cold,1,1.0
to log off habbo,1,1.0
k we should stop,1,1.0
playing miley cyrus on,1,6.0
work on the iphone,1,1.0
harold fly the enterprise,1,1.0
it just fell out,1,1.0
little too memory hungry,1,1.0
gon na be funn,1,1.0
walk on ur back,1,1.0
smitten girl with no,1,1.0
to smell at school,1,1.0
headed to a conference,1,1.0
so cool byw logic,1,1.0
are wonderful people in,1,1.0
someone take care of,1,1.0
the last episode of,1,1.0
from the club i,1,1.0
technologically challenged and have,1,1.0
farted a lot oh,1,1.0
til so i do,1,1.0
on butt feel real,1,1.0
lonely my parents went,1,1.0
wow thats impressive luckily,1,1.0
ovi music store quot,1,1.0
for the notary and,1,1.0
next time you are,1,1.0
is on channel i,1,1.0
try it soulja boy,1,1.0
awhile here you are,1,1.0
going to my brother,1,1.0
flick but not a,1,1.0
i seriously want a,1,1.0
it goes to my,1,2.0
go to school on,1,1.0
stop by for a,1,1.0
s unfathomable i think,1,1.0
not mean that s,1,1.0
wedding are nt i,1,1.0
i guess mhm so,1,2.0
let go its dance,1,1.0
like today much at,1,1.0
i do but why,1,1.0
this morning and got,1,1.0
kill it please do,1,1.0
vacation ends u shud,1,1.0
but i love it,1,1.0
mean no hours extra,1,1.0
be up since i,1,1.0
lorraine ca nt make,1,1.0
least i ll call,1,1.0
see my best friend,1,1.0
a very sore couch,1,1.0
out there have any,1,3.0
in an appearance and,1,1.0
comments on your blog,1,1.0
order much of my,1,2.0
then i m peacin,1,1.0
faster so i can,1,1.0
applies to the grocery,1,1.0
perhaps a hi from,1,1.0
up and there was,1,1.0
check green tea check,1,1.0
the movie hate the,1,1.0
little sister told me,1,1.0
need a nasal hair,1,1.0
reviews in canada at,1,1.0
ugly wish me luck,1,6.0
that kills my headaches,1,1.0
can only promise about,1,1.0
jimmy and jon p,1,1.0
i m not doing,1,1.0
a fair bit tho,1,1.0
yay i should be,1,1.0
her accounts her robbie,1,1.0
grey s sweet surrender,1,1.0
it will all work,1,1.0
to to to school,1,1.0
it was kinda boring,1,1.0
calling all mothers calling,1,1.0
sight album sampler cd,1,1.0
do with it if,1,1.0
trek i ca nt,1,1.0
to the comfort of,1,1.0
he s a riot,1,1.0
good morning plan for,1,1.0
late sorry i miss,1,2.0
you on heree about,1,1.0
less than a week,1,1.0
if i was with,1,1.0
s good or bad,1,1.0
to work on this,1,1.0
krogers i was hungry,1,1.0
see wat i mean,1,3.0
streamline trunk ii is,1,1.0
the prob i m,1,1.0
friday and of a,1,1.0
pig i hope stalin,1,1.0
chinese it s so,1,1.0
days.can u guess where,1,1.0
lot of things but,1,1.0
need to start working,1,1.0
face spf is a,1,1.0
but that did nt,1,1.0
shining and i do,1,1.0
office tv does get,1,1.0
all day so ca,1,1.0
big hair rock today,1,1.0
dance parties fun times,1,1.0
which will become northumberland,1,1.0
school second maths test,1,1.0
also wo nt eat,1,1.0
with one course that,1,1.0
where s my bus,1,1.0
season2 start on season,1,1.0
is flights of stairs,1,1.0
ment to be doing,1,1.0
been on the toilet,1,2.0
dad worked for sw,1,1.0
been attacking chelsey lol,1,1.0
thats hardgoing i m,1,1.0
you for accepting marriage,1,1.0
a dark red hair,1,1.0
to come hang out,1,1.0
a great guy and,1,2.0
officially a kindergarten cop,1,1.0
is good would it,1,1.0
chauncey is giving his,1,1.0
are too wide to,1,1.0
for the cobracam idea,1,1.0
to promote python at,1,1.0
have ur tmail info,1,1.0
how s the intern,1,1.0
planters to do nothing,1,1.0
on the nightly tweets,1,1.0
was hoping to avoid,1,1.0
follow friday thing work,1,1.0
new hope in the,1,1.0
president only has votes,1,1.0
photo of my drink,1,1.0
never seen bc killer,1,1.0
lot too i wish,1,1.0
an online business as,1,1.0
venom or write funny,1,1.0
yesterday but failed because,1,1.0
an alcoholic beverage of,1,1.0
m too busy rocking,1,1.0
want to go out,1,1.0
has just completed an,1,1.0
hope she is okay,1,1.0
it s just that,1,1.0
know what would be,1,1.0
far no mushroom cloud,1,1.0
bledel back on screen,1,1.0
object to send messages,1,1.0
way home in the,1,1.0
bottle of apple juice,1,1.0
workout stunk no headphones,1,1.0
thrown hands in face,1,1.0
it is it friday,1,2.0
and first thing i,1,1.0
it s a sign,1,1.0
already packed and ready,1,1.0
minutes ago its awsome,1,1.0
amazing breakfast and all,1,1.0
know he feels so,1,1.0
doing the book buying,1,1.0
know to watch out,1,1.0
phone to my wifi,1,1.0
you and had free,1,1.0
head onto other people,1,1.0
recognize me how s,1,1.0
have to learn them,1,1.0
cost of for usa,1,1.0
i stink at birthdays,1,1.0
the saying it takes,1,1.0
wish my ruby boys,1,1.0
m not going back,1,1.0
this was the tonight,1,1.0
most days of the,1,1.0
be the pd at,1,1.0
spy jonas brothers and,1,1.0
told me u would,1,1.0
and finally there is,1,1.0
hrs to go pa,1,1.0
ko nga lighting up,1,1.0
of thankful love for,1,1.0
of coffee or two,1,1.0
hahaha and i who,1,1.0
wants tfa back URL,1,1.0
haha ran into cousin,1,1.0
it s like really,1,1.0
ho another day at,1,1.0
no idea offhand but,1,1.0
start reading the last,1,1.0
why is it your,1,1.0
the cement weeks ago,1,1.0
aswell now i have,1,1.0
the plus side i,1,1.0
name can you pop,1,1.0
today back to bed,1,1.0
the outline however i,1,1.0
is home sick even,1,1.0
good for the industry,1,1.0
hello do nt be,1,1.0
though a fridge is,1,1.0
quilt and make lol,1,1.0
am finally on a,1,1.0
m in college on,1,1.0
got carded at gamestop,1,1.0
my grandparents house papaw,1,1.0
make me happy and,1,1.0
it when that happens,1,1.0
my plywood into my,1,1.0
the break algebra test,1,1.0
post it later its,1,1.0
andy dance the one,1,1.0
exam on active directory,1,1.0
noe everything so do,1,1.0
and a blue grey,1,1.0
grass and that one,1,1.0
break i ll be,1,1.0
the lake this morning,1,1.0
getting so excited for,1,1.0
the water in the,1,1.0
home from a long,1,1.0
taking tease lessons from,1,1.0
cutting off the url,1,1.0
late night finally home,1,1.0
sat.i am heading to,1,1.0
man is texting me,1,1.0
were on strike so,1,1.0
hey there how was,1,1.0
thought i was gon,1,1.0
have the zsg should,1,1.0
to go see ai,1,1.0
oh why do i,1,1.0
year said quot it,1,1.0
it has music too,1,1.0
night may be offering,1,1.0
sir but i promise,1,1.0
do you prefer hamdemic,1,1.0
ur voice yelling at,1,1.0
the couch okay lol,1,1.0
computer in for a,1,1.0
would appear not note,1,1.0
thanks dude being a,1,1.0
at off next thu,1,1.0
making mashed potatoes and,1,1.0
farewells to roommate almost,1,1.0
man i hate church,1,1.0
it and a few,1,1.0
hurt my tooth and,1,1.0
i hope filming is,1,1.0
old man thing to,1,1.0
a bit to get,1,1.0
really nice but clutters,1,1.0
more and more reactions,1,1.0
also saw u on,1,1.0
we go on mega,1,1.0
so is wout internet,1,1.0
his omelette was burn,1,1.0
gon na give my,1,1.0
today woot woot now,1,1.0
in the shower she,1,1.0
the night last night,1,1.0
was just to well,1,1.0
the weekend gunna be,1,1.0
time for sure maybe,1,1.0
people now probably just,1,1.0
to talk about it,1,1.0
i m usually mr,1,1.0
and good songs about,1,1.0
replace macbook display chf,1,1.0
dm you but your,1,1.0
did nt even say,1,1.0
go see her bff,1,1.0
s up not much,1,1.0
yesterday its summer my,1,1.0
hole camera todaay need,1,1.0
npr all day on,1,1.0
my niece im goin,1,1.0
talk friench and in,1,1.0
in a row we,1,1.0
your hair to be,1,1.0
all the people i,1,1.0
from that party it,1,1.0
i could recite that,1,1.0
protection program online in,1,1.0
a movie nd drink,1,1.0
so much i did,1,1.0
your mom so paiseh,1,1.0
cory procuts here i,1,1.0
got ta get the,1,1.0
ca nt drop bio,1,1.0
be in that concert,1,1.0
need more songs to,1,1.0
up shopping today for,1,1.0
save cash for next,1,1.0
pacing while waiting for,1,1.0
games just wanted to,1,1.0
here in sg but,1,1.0
almost given on u,1,1.0
her latest quot selenagomezlast,1,1.0
to love fly tippers,1,1.0
shows this summer i,1,1.0
get that number spot,1,1.0
its starwarsday to celebrate,1,1.0
read a bit then,1,1.0
want scrambled eggs again,1,1.0
find that verizon store,1,1.0
you told me to,1,1.0
copy to dvd but,1,1.0
list its too little,1,1.0
layout my page prom,1,1.0
fun though got to,1,1.0
love the shades girl,1,1.0
watchin on bones now,1,1.0
to lose weight anybody,1,1.0
drinking lemsip cause apaently,1,1.0
so my sister is,1,1.0
yeah me too or,1,1.0
ontd is our god,1,1.0
show host and late,1,1.0
get to wdw during,1,1.0
in oct when the,1,1.0
it s not ready,1,1.0
frenchie i ll do,1,1.0
request by the guests,1,1.0
sydney in the hols,1,1.0
nt been able to,1,1.0
extranet in day expected,1,1.0
does nt care go,1,1.0
feel like being bad,1,1.0
you have gal pals,1,1.0
his just found out,1,1.0
amp r fashion show,1,1.0
wish you where going,1,1.0
is online URL please,1,1.0
m sure a few,1,1.0
just got one more,1,1.0
is like the weather,1,1.0
i now ca nt,1,1.0
and for the going,1,1.0
yeah dropped the bike,1,1.0
the parody for iphone,1,1.0
crash you will just,1,1.0
the sakura bodyshop lotion,1,1.0
said i d go,1,1.0
thats not gon na,1,1.0
lazy day playing xbox,1,1.0
me too many pairs,1,1.0
are your plans for,1,1.0
for some strange reason,1,1.0
a bit propped up,1,1.0
can be a drag,1,1.0
in but title of,1,1.0
it or not i,1,1.0
the internet has taught,1,1.0
hm early so am,1,1.0
come through cant get,1,1.0
this site it s,1,1.0
be either way this,1,1.0
chloe is freaking out,1,1.0
months ago yet they,1,3.0
you should put final,1,1.0
what do u really,1,1.0
my wanting to watch,1,1.0
havent seen my mrs,1,1.0
to go out and,1,1.0
hahahahahahhaa god randy i,1,1.0
just remembered i have,1,1.0
listening to ebtg quot,1,1.0
much i want to,1,1.0
would admit she has,1,1.0
didnt double tweet a,1,1.0
on a saturday you,1,1.0
and watching quot on,1,1.0
laud weddin florida is,1,1.0
another note not a,1,1.0
at barjohnnys theyre pork,1,1.0
today more rain and,1,4.0
because you re a,1,1.0
bats were amazing lt,1,1.0
be so hard to,1,2.0
the new currency i,1,1.0
giving shouts to all,1,1.0
for new background pic,1,1.0
to give me bac,1,1.0
the night dabbling in,1,1.0
other side deck is,1,1.0
i can watch the,1,1.0
fan is certainly not,1,1.0
the best alice or,1,1.0
cried makes me cry,1,1.0
and i bought four,1,1.0
dindin and contemplate what,1,1.0
who is that i,1,1.0
to yell that in,1,1.0
tweeps list will then,1,1.0
soo true i do,1,1.0
tch quot mm jeffr,1,1.0
i found you your,1,1.0
win7 is pretty much,1,1.0
forms to stop contributing,1,1.0
colorado maybe i ll,1,1.0
answers to all my,1,1.0
scotland do you live,1,1.0
deceitful and unreal but,1,1.0
oclock ca nt come,1,1.0
so i see no,1,1.0
quot on location quot,1,1.0
r sending tw business,1,1.0
link in the comments,1,1.0
me come all da,1,1.0
it s where i,1,1.0
days ago i ll,1,1.0
out that the submarine,1,1.0
well in parts it,1,1.0
ever totally jealous mine,1,1.0
hugh jackman tell ya,1,1.0
all my exs online,1,1.0
out but i m,1,1.0
lucky i also broke,1,1.0
expected and didnt go,1,1.0
s what i like,1,1.0
do nt see why,1,2.0
perform the climb at,1,1.0
today was there last,1,1.0
way to find your,1,1.0
now i m just,1,1.0
goals united are going,1,1.0
might just leave at,1,1.0
car back before she,1,1.0
computer ps3 ipod touch,1,1.0
still on location the,1,1.0
on a new boiler,1,1.0
not spent a cent,1,1.0
from sacramento will continue,1,1.0
pic of the kid,1,1.0
rock those mario kart,1,1.0
whatever see you i,1,1.0
hey i wo nt,1,1.0
start getting to bed,1,1.0
when you want to,1,1.0
i have a belly,1,1.0
the opportunity to get,1,1.0
play vanessa hudgens new,1,1.0
i love reeces but,1,1.0
live in the usa,1,1.0
are you kidding me,1,1.0
lb better than a,1,2.0
gave me that song,1,8.0
mins on expresso cycling,1,1.0
they shaved too i,1,1.0
feel like i am,1,1.0
longer vandalize that door,1,1.0
less than hours wait,1,1.0
lots of things nico,1,1.0
to begin hard to,1,1.0
m singing i got,1,1.0
naw it was pretty,1,1.0
on the cue for,1,1.0
my off get at,1,1.0
and also these hi,1,1.0
story all i seem,1,1.0
be there to watch,1,1.0
ive been aight urselff,1,1.0
transfer my naini trip,1,1.0
know about the extinction,1,1.0
you spoiled your muminlaw,1,1.0
alright it s okashley,1,1.0
the back.might have to,1,1.0
to turn the phone,1,1.0
is a lonely bday,1,3.0
almost lunch time for,1,1.0
me and all of,1,1.0
friend and i have,1,1.0
zero at this point,1,1.0
darren on linkedin yes,1,1.0
and im busy next,1,1.0
was not able to,1,1.0
osx supported hibernate amp,1,5.0
to leav my house,1,1.0
bed how s ever,1,1.0
to me tom please,1,1.0
you ask is it,1,1.0
me if there is,1,1.0
my hair wif mum,1,3.0
actually have ville on,1,3.0
be causing this they,1,1.0
i have to join,1,1.0
unlike u i do,1,1.0
know what im doing,1,1.0
certain tweets i write,1,1.0
school for a whiles,1,1.0
lift i do nt,1,1.0
technical issues in the,1,1.0
wish you were on,1,1.0
and u didnt off,1,1.0
have to work till,1,1.0
and i was mrs,1,1.0
engine.bikes not got a,1,1.0
the quot my account,1,1.0
hahahahahahhah he s with,1,1.0
purple nail polish is,1,1.0
take some excedrine thats,1,1.0
trust amazon search results,1,1.0
jello biafra at work,1,1.0
lazy afternoon too bad,1,1.0
just bit my tongue,1,1.0
sudden ok will get,1,1.0
turn the heat on,1,1.0
today but usually it,1,1.0
local marketing person i,1,1.0
good thing looking forward,1,1.0
but just thought i,1,1.0
hehe hes hot lah,1,1.0
and less of the,1,1.0
nice weather today though,1,1.0
fun it s only,1,1.0
today amp just my,1,1.0
day what a great,1,1.0
naked it makes my,1,1.0
two and a half,1,1.0
your mono lake tweet,1,1.0
m just a little,1,1.0
uti and i have,1,1.0
nt no money to,1,1.0
y i see ya,1,1.0
weather i think i,1,1.0
toro toro quebec two,1,1.0
of time to type,1,1.0
sleep in ma own,1,2.0
watching quot p.s i,1,1.0
with the sticky tour,1,1.0
window shopping and i,1,1.0
have u i get,1,1.0
good morning hoping to,1,1.0
perfect funny friend but,1,1.0
grand tomorrow is a,1,1.0
it was so freaking,1,1.0
tell him and say,1,1.0
me last something called,1,1.0
better than hudgens omg,1,1.0
from the scan wow,1,1.0
each time we return,1,1.0
i was going with,1,1.0
of bed and back,1,1.0
new super power camping,1,1.0
fink i m missin,1,1.0
me after visits to,1,1.0
lesson learned summer of,1,1.0
requirements for sims at,1,1.0
ll vote anyway hmpf,1,1.0
picked the that made,1,1.0
m still here i,1,2.0
high profile projects in,1,5.0
legit contacts anyway double,1,1.0
let me have a,1,1.0
lovers see ya in,1,1.0
we was suppose to,1,1.0
ll get through it,1,1.0
to set up some,1,1.0
christoph please tell his,1,1.0
global news agencies like,1,1.0
lots of our money,1,1.0
basics of content analysis,1,1.0
some more once i,1,1.0
